Cheikhou Kouyate
Joleon Lescott
Jonas Olsson
Conor Grant
Ryan Watson
Artur Boruc
Ryan Ledson
Chris Brunt
Jack Grealish
Silvestre Varela
Ayoze Perez
Adrian
Anders Lindegaard
Emmanuel Onariase
Scott Dann
Ritchie de Laet
Jos Hooiveld
Cesar Azpilicueta
Alan Hutton
Jordan Williams
Jack Colback
Sebastian Blanco
Luke Daniels
Jason Gilchrist
Siem de Jong
Branislav Ivanovic
Glen Johnson
Jerome Thomas
Sylvain Distin
Steve Sidwell
Pape Souare
Jason McCarthy
Clint Hill
Stephen Quinn
Tim Krul
Gary Cahill
Micah Richards
Joey Barton
Victor Valdes
Abou Diaby
Martin Skrtel
Jazz Richards
Emanuele Giaccherini
Remie Streete
Raphael Spiegel
Jack Barmby
Leonardo Ulloa
Jack Butland
Marc Muniesa
Antonio Valencia
Andre Schurrle
Federico Fernandez
Wilfried Bony
Harry Kane
Adil Nabi
Ben Davies
Tyias Browning
Olivier Giroud
Liam Rosenior
Aaron Mitchell
Mohamed Salah
Karim Rekik
Kyle Naughton
Alex Cisak
Florin Gardos
Saidy Janko
Adam Campbell
Angel Rangel
Michael Cain
Remy Cabella
Chris Long
Lloyd Isgrove
Robert Snodgrass
Harrison Reed
Steven Caulker
Will Buckley
Doneil Henry
Chuba Akpom
Aaron Lennon
Damien Delaney
Dame N'Doye
David Cornell
Darron Gibson
Moussa Sissoko
Valentin Roberge
Danny Graham
Mike Williamson
Erik Lamela
Mark Noble
Mark Schwarzer
Kieran Richardson
Jerome Sinclair
Sebastian Larsson
Fraizer Campbell
Joe Williams
Jonas Gutierrez
Jake Gray
Michael Dawson
Aiden McGeady
Marcin Wasilewski
Massadio Haidara
Thomas Sorensen
Marouane Chamakh
Ashley Young
Carles Gil
Lewis Price
Jack Cork
Lubomir Satka
Leighton Baines
Marnick Vermijl
Jack Rose
Kevin Nolan
Steven Pienaar
Kelvin Davis
Mitchell Beeney
Calum Chambers
Jason Puncheon
Reece Burke
Riyad Mahrez
Ashley Williams
Craig Gardner
Nacer Chadli
Joe Hart
Sheyi Ojo
Eden Hazard
Danny Drinkwater
Luke Shaw
Curtis Davies
Chris Baird
Emmanuel Riviere
Falcao
Kolo Toure
Jores Okore
Jake Livermore
Matty James
Anthony Knockaert
Brendan Galloway
George Boyd
Joe Ledley
Cristian Ceballos
Angelino
Mathieu Debuchy
Kenji Gorre
Suso
Joe Cole
Adam Thomas
Brad Guzan
Marvin Sordell
Courtney Duffus
Gael Bigirimana
Kurt Zouma
Rickie Lambert
Tyler Roberts
Jamie Ness
Facundo Ferreyra
Leon Britton
Javier Manquillo
Wilson Palacios
Matija Nastasic
Darren Bent
Nedum Onuoha
Saido Berahino
Samir Nasri
Jonjoe Kenny
David Nugent
Elliot Lee
Ravel Morrison
Geoff Cameron
Dwight Gayle
Kasper Schmeichel
Paulinho
Lewis Holtby
Morgan Schneiderlin
Arouna Kone
Jay Rodriguez
Marcos Rojo
Liam Agnew
Barry Bannan
Adel Taarabt
Lukasz Fabianski
Didier Drogba
Leandro Bacuna
Brad Friedel
Shay Given
John Lundstram
Adlene Guedioura
Riccardo Calder
Wojciech Szczesny
Ross Barkley
Eldin Jakupovic
Bryan Oviedo
Graham Dorrans
Connor Wickham
Morgan Amalfitano
Fredrik Ulvestad
Rolando Aarons
James Pearson
Sam McQueen
Francis Coquelin
Christian Benteke
Seamus Coleman
Santi Cazorla
Joe Allen
Ben Mee
Bongani Khumalo
Alberto Moreno
Tony Hibbert
Joel Ward
Alan Tate
Victor Anichebe
Jussi Jaaskelainen
Danny Welbeck
Wayne Routledge
James Milner
Kevin Doyle
Diego Poyet
Karl Henry
Alex Palmer
Kyle Walker
Younes Kaboul
Michel Vorm
Adam Armstrong
Jordan Henderson
Fernandinho
Guy Demel
Paul McShane
Alex Oxlade-Chamberlain
Maya Yoshida
Jerome Binnom-Williams
Bruno Zuculini
John O'Shea
Josh Sheehan
Luke McGee
Jordan Rossiter
Bobby Zamora
Richard Dunne
Tomas Rosicky
Petr Cech
Gary Gardner
Charlie Adam
Alex Pritchard
Rory Watson
Joao Carlos Teixeira
Chris Herd
Lewis Kinsella
Liam Shephard
Davide Santon
Alexis Sanchez
James Tomkins
Calaum Jahraldo-Martin
Nabil Bentaleb
Shinji Kagawa
Shaun Wright-Phillips
Lucas Leiva
Anderson
Yaya Toure
Scott Arfield
James McCarthy
Dwight Tiendalli
Jose Enrique
Raheem Hanley
Dele Alli
Loic Remy
Benjamin Stambouli
Carlton Cole
Matt Macey
Julian Speroni
Gary Taylor-Fletcher
Emre Can
Daryl Janmaat
Nelson Oliveira
Richard Wright
Claudio Yacob
Joel Campbell
Edin Dzeko
Glen Kamara
Mark Oxley
Alex Iwobi
Kyle Bartley
